
Query: SRR12574848_1.fastq.gz	DB: RefSeq	SketchLen: 44219	Seqs: 2886293 	Bases: 435830243	gSize: 6774650	GC: 0.632	Quality: 0.9256	AvgCount: 45.252	Depth: 45.252	File: SRR12574848_1.fastq.gz
WKID	KID	ANI	SSU	SSULen	Complt	Contam	Contam2	uContam	Score	E-Val	Depth	Depth2	Volume	RefHits	Matches	Unique	Unique2	Unique3	noHit	Length	TaxID	ImgID    	gBases	gKmers	gSize	gSeqs	GC	rDiv	qDiv	rSize	qSize	cHits	taxName	file	seqName	taxonomy
2.53%	1.37%	87.44%	.	0	98.38%	46.79%	0.66%	1.20%	713.9	0.00e+00	58.81	58.71	35.52	119.8	604	0	121	20832	7225	44219	1720572	-1	5726565	5723651	5696113	94	0.639	23915	44219	23915	44219	20691	Mycobacteroides sp. H079	.	tid|1720572|NZ_LJYO01000005.1 Mycobacteroides sp. H079 H079_contig000005, whole genome shotgun sequence	sk:Bacteria;p:Actinobacteria;c:Actinomycetia;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacteroides;s:Mycobacteroides sp. H079
2.53%	1.37%	87.44%	.	0	98.38%	46.80%	0.66%	1.20%	713.9	0.00e+00	58.81	58.71	35.52	119.8	604	0	121	20832	7226	44219	1720577	-1	5724611	5721604	5695122	97	0.639	23913	44219	23913	44219	20694	Mycobacteroides sp. HXXIII	.	tid|1720577|NZ_LJYT01000055.1 Mycobacteroides sp. HXXIII HXXIII_contig000055, whole genome shotgun sequence	sk:Bacteria;p:Actinobacteria;c:Actinomycetia;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacteroides;s:Mycobacteroides sp. HXXIII
2.53%	1.37%	87.44%	.	0	98.38%	46.80%	0.66%	1.20%	713.9	0.00e+00	58.81	58.71	35.52	119.8	604	0	121	20832	7227	44219	1720574	-1	5723221	5720524	5694192	87	0.639	23911	44219	23911	44219	20695	Mycobacteroides sp. H101	.	tid|1720574|NZ_LJYQ01000048.1 Mycobacteroides sp. H101 H101_contig000048, whole genome shotgun sequence	sk:Bacteria;p:Actinobacteria;c:Actinomycetia;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacteroides;s:Mycobacteroides sp. H101
2.52%	1.36%	87.43%	.	0	98.43%	46.73%	0.66%	1.20%	712.8	0.00e+00	58.80	58.70	35.40	119.9	602	0	120	20832	7220	44219	1720570	-1	5739247	5737170	5705274	67	0.639	23931	44219	23931	44219	20663	Mycobacteroides sp. H063	.	tid|1720570|NZ_LJYM01000029.1 Mycobacteroides sp. H063 H063_contig000029, whole genome shotgun sequence	sk:Bacteria;p:Actinobacteria;c:Actinomycetia;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacteroides;s:Mycobacteroides sp. H063
2.50%	1.33%	87.38%	.	0	96.93%	48.43%	0.67%	1.23%	688.9	0.00e+00	58.20	57.93	34.28	120.9	589	0	104	20832	7494	44219	1720568	-1	5449380	5447706	5423332	54	0.640	23528	44219	23528	44219	21414	Mycobacteroides sp. H072	.	tid|1720568|NZ_LJYK01000005.1 Mycobacteroides sp. H072 H072_contig000005, whole genome shotgun sequence	sk:Bacteria;p:Actinobacteria;c:Actinomycetia;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacteroides;s:Mycobacteroides sp. H072
2.50%	1.33%	87.38%	.	0	96.89%	48.45%	0.67%	1.23%	688.7	0.00e+00	58.20	57.93	34.28	120.9	589	0	104	20832	7496	44219	1720565	-1	5450353	5448741	5421765	52	0.640	23528	44219	23528	44219	21423	Mycobacteroides sp. H001	.	tid|1720565|NZ_LJYH01000025.1 Mycobacteroides sp. H001 H001_contig000025, whole genome shotgun sequence	sk:Bacteria;p:Actinobacteria;c:Actinomycetia;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacteroides;s:Mycobacteroides sp. H001
2.51%	1.33%	87.39%	.	0	96.75%	48.59%	0.67%	1.23%	688.3	0.00e+00	58.21	57.94	34.34	120.8	590	0	105	20832	7519	44219	1720566	-1	5421590	5419730	5400212	60	0.640	23495	44219	23495	44219	21488	Mycobacteroides sp. H002	.	tid|1720566|NZ_LJYI01000020.1 Mycobacteroides sp. H002 H002_contig000020, whole genome shotgun sequence	sk:Bacteria;p:Actinobacteria;c:Actinomycetia;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacteroides;s:Mycobacteroides sp. H002
2.51%	1.33%	87.39%	.	0	96.74%	48.59%	0.67%	1.23%	688.3	0.00e+00	58.21	57.94	34.34	120.8	590	0	105	20832	7518	44219	1720567	-1	5423024	5421102	5400853	62	0.640	23497	44219	23497	44219	21488	Mycobacteroides sp. H054	.	tid|1720567|NZ_LJYJ01000047.1 Mycobacteroides sp. H054 H054_contig000047, whole genome shotgun sequence	sk:Bacteria;p:Actinobacteria;c:Actinomycetia;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacteroides;s:Mycobacteroides sp. H054
1.17%	0.93%	86.29%	.	0	97.59%	22.52%	0.29%	0.53%	672.9	0.00e+00	58.77	14.27	24.21	103.1	412	1	52	20832	3308	44219	404941	-1	49461K	49448K	17381K	194	0.641	35107	44219	35107	44219	9958	Mycobacteroides salmoniphilum	.	tid|404941|NZ_PECH01000006.1 Mycobacteroides salmoniphilum strain DE 4585 DE4585_contig000006, whole genome shotgun sequence	sk:Bacteria;p:Actinobacteria;c:Actinomycetia;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacteroides;s:Mycobacteroides salmoniphilum
2.57%	1.33%	87.45%	.	0	94.74%	51.00%	0.69%	1.30%	668.2	0.00e+00	57.70	57.60	33.93	119.7	588	1	103	20832	7914	44219	1520670	-1	4994485	4994454	4994454	1	0.640	22869	44219	22869	44219	22552	[Mycobacterium] stephanolepidis	.	tid|1520670|NZ_AP018165.1 Mycobacterium stephanolepidis DNA, complete genome	sk:Bacteria;p:Actinobacteria;c:Actinomycetia;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacteroides;s:[Mycobacterium] stephanolepidis

