
Query: SRR12574846_1.fastq.gz	DB: RefSeq	SketchLen: 38675	Seqs: 1588012 	Bases: 239789812	gSize: 5805701	GC: 0.628	Quality: 0.9196	AvgCount: 33.381	Depth: 33.381	File: SRR12574846_1.fastq.gz
WKID	KID	ANI	SSU	SSULen	Complt	Contam	Contam2	uContam	Score	E-Val	Depth	Depth2	Volume	RefHits	Matches	Unique	Unique2	Unique3	noHit	Length	TaxID	ImgID    	gBases	gKmers	gSize	gSeqs	GC	rDiv	qDiv	rSize	qSize	cHits	taxName	file	seqName	taxonomy
2.93%	1.79%	87.92%	.	0	76.81%	52.89%	0.53%	1.34%	710.7	0.00e+00	36.55	36.50	25.37	105.0	694	0	125	20221	3718	38675	1720569	-1	5588459	5587374	5552080	35	0.639	23717	38675	23717	38675	20457	Mycobacteroides sp. H003	.	tid|1720569|NZ_LJYL01000011.1 Mycobacteroides sp. H003 H003_contig000011, whole genome shotgun sequence	sk:Bacteria;p:Actinobacteria;c:Actinomycetia;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacteroides;s:Mycobacteroides sp. H003
2.86%	1.77%	87.84%	.	0	77.57%	52.09%	0.53%	1.31%	710.5	0.00e+00	36.60	36.54	25.00	105.7	683	0	121	20221	3655	38675	1720575	-1	5707994	5704088	5677704	126	0.639	23884	38675	23884	38675	20147	Mycobacteroides sp. H110	.	tid|1720575|NZ_LJYR01000057.1 Mycobacteroides sp. H110 H110_contig000057, whole genome shotgun sequence	sk:Bacteria;p:Actinobacteria;c:Actinomycetia;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacteroides;s:Mycobacteroides sp. H110
2.84%	1.76%	87.82%	.	0	77.72%	51.91%	0.53%	1.30%	709.9	0.00e+00	36.57	36.51	24.87	105.8	680	0	119	20221	3640	38675	1720570	-1	5739247	5737170	5705274	67	0.639	23931	38675	23931	38675	20077	Mycobacteroides sp. H063	.	tid|1720570|NZ_LJYM01000029.1 Mycobacteroides sp. H063 H063_contig000029, whole genome shotgun sequence	sk:Bacteria;p:Actinobacteria;c:Actinomycetia;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacteroides;s:Mycobacteroides sp. H063
3.35%	1.92%	88.33%	.	0	72.09%	58.72%	0.66%	2.09%	691.7	0.00e+00	34.87	34.60	25.91	100.8	743	30	164	20221	4980	38675	1720571	-1	4562420	4557057	4543619	173	0.644	22147	38675	22147	38675	22709	Mycobacteroides sp. H070	.	tid|1720571|NZ_LJYN01000090.1 Mycobacteroides sp. H070 H070_contig000090, whole genome shotgun sequence	sk:Bacteria;p:Actinobacteria;c:Actinomycetia;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacteroides;s:Mycobacteroides sp. H070
1.19%	1.08%	86.50%	.	0	82.74%	24.89%	0.24%	0.23%	656.3	0.00e+00	31.78	7.761	13.29	95.39	418	0	50	20221	1664	38675	404941	-1	49461K	49448K	17381K	194	0.641	35107	38675	35107	38675	9628	Mycobacteroides salmoniphilum	.	tid|404941|NZ_PECH01000006.1 Mycobacteroides salmoniphilum strain DE 4585 DE4585_contig000006, whole genome shotgun sequence	sk:Bacteria;p:Actinobacteria;c:Actinomycetia;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacteroides;s:Mycobacteroides salmoniphilum
2.53%	1.54%	87.42%	.	0	75.70%	53.95%	0.54%	1.37%	632.9	0.00e+00	31.90	31.81	19.01	119.8	596	0	105	20221	3777	38675	1720568	-1	5449380	5447706	5423332	54	0.640	23528	38675	23528	38675	20864	Mycobacteroides sp. H072	.	tid|1720568|NZ_LJYK01000005.1 Mycobacteroides sp. H072 H072_contig000005, whole genome shotgun sequence	sk:Bacteria;p:Actinobacteria;c:Actinomycetia;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacteroides;s:Mycobacteroides sp. H072
2.53%	1.54%	87.42%	.	0	75.65%	53.98%	0.54%	1.37%	632.5	0.00e+00	31.90	31.81	19.01	119.8	596	0	105	20221	3777	38675	1720565	-1	5450353	5448741	5421765	52	0.640	23528	38675	23528	38675	20877	Mycobacteroides sp. H001	.	tid|1720565|NZ_LJYH01000025.1 Mycobacteroides sp. H001 H001_contig000025, whole genome shotgun sequence	sk:Bacteria;p:Actinobacteria;c:Actinomycetia;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacteroides;s:Mycobacteroides sp. H001
2.54%	1.54%	87.42%	.	0	75.49%	54.13%	0.54%	1.38%	632.0	0.00e+00	31.90	31.81	19.04	119.7	597	0	106	20221	3787	38675	1720567	-1	5423024	5421102	5400853	62	0.640	23497	38675	23497	38675	20936	Mycobacteroides sp. H054	.	tid|1720567|NZ_LJYJ01000047.1 Mycobacteroides sp. H054 H054_contig000047, whole genome shotgun sequence	sk:Bacteria;p:Actinobacteria;c:Actinomycetia;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacteroides;s:Mycobacteroides sp. H054
2.54%	1.54%	87.42%	.	0	75.49%	54.14%	0.54%	1.38%	631.9	0.00e+00	31.90	31.81	19.04	119.7	597	0	106	20221	3788	38675	1720566	-1	5421590	5419730	5400212	60	0.640	23495	38675	23495	38675	20938	Mycobacteroides sp. H002	.	tid|1720566|NZ_LJYI01000020.1 Mycobacteroides sp. H002 H002_contig000020, whole genome shotgun sequence	sk:Bacteria;p:Actinobacteria;c:Actinomycetia;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacteroides;s:Mycobacteroides sp. H002
2.64%	1.56%	87.54%	.	0	73.06%	56.80%	0.57%	1.50%	614.8	0.00e+00	31.86	31.82	19.24	117.9	604	0	113	20221	3989	38675	1520670	-1	4994485	4994454	4994454	1	0.640	22869	38675	22869	38675	21967	[Mycobacterium] stephanolepidis	.	tid|1520670|NZ_AP018165.1 Mycobacterium stephanolepidis DNA, complete genome	sk:Bacteria;p:Actinobacteria;c:Actinomycetia;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacteroides;s:[Mycobacterium] stephanolepidis

