
Query: SRR12574847_1.fastq.gz	DB: RefSeq	SketchLen: 40511	Seqs: 2272611 	Bases: 343164261	gSize: 5777047	GC: 0.637	Quality: 0.9226	AvgCount: 42.439	Depth: 42.439	File: SRR12574847_1.fastq.gz
WKID	KID	ANI	SSU	SSULen	Complt	Contam	Contam2	uContam	Score	E-Val	Depth	Depth2	Volume	RefHits	Matches	Unique	Unique2	Unique3	noHit	Length	TaxID	ImgID    	gBases	gKmers	gSize	gSeqs	GC	rDiv	qDiv	rSize	qSize	cHits	taxName	file	seqName	taxonomy
3.56%	2.10%	88.56%	.	0	85.31%	49.60%	0.60%	1.01%	859.8	0.00e+00	47.17	47.09	40.14	90.19	851	0	125	20624	3284	40511	1720570	-1	5739247	5737170	5705274	67	0.639	23931	40511	23931	40511	20095	Mycobacteroides sp. H063	.	tid|1720570|NZ_LJYM01000029.1 Mycobacteroides sp. H063 H063_contig000029, whole genome shotgun sequence	sk:Bacteria;p:Actinobacteria;c:Actinomycetia;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacteroides;s:Mycobacteroides sp. H063
3.57%	2.11%	88.57%	.	0	85.17%	49.79%	0.60%	1.01%	859.4	0.00e+00	47.21	47.13	40.27	90.23	853	0	127	20624	3298	40511	1720575	-1	5707994	5704088	5677704	126	0.639	23884	40511	23884	40511	20170	Mycobacteroides sp. H110	.	tid|1720575|NZ_LJYR01000057.1 Mycobacteroides sp. H110 H110_contig000057, whole genome shotgun sequence	sk:Bacteria;p:Actinobacteria;c:Actinomycetia;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacteroides;s:Mycobacteroides sp. H110
3.23%	1.76%	88.20%	.	0	79.44%	56.57%	0.76%	1.50%	703.2	0.00e+00	48.51	48.05	34.68	106.1	715	20	153	20624	4688	40511	1720571	-1	4562420	4557057	4543619	173	0.644	22147	40511	22147	40511	22917	Mycobacteroides sp. H070	.	tid|1720571|NZ_LJYN01000090.1 Mycobacteroides sp. H070 H070_contig000090, whole genome shotgun sequence	sk:Bacteria;p:Actinobacteria;c:Actinomycetia;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacteroides;s:Mycobacteroides sp. H070
2.77%	1.57%	87.70%	.	0	81.30%	53.83%	0.67%	1.11%	673.8	0.00e+00	47.42	47.33	30.25	111.4	638	0	137	20624	3553	40511	2480908	-1	5106636	5106605	5106605	1	0.641	23005	40511	23005	40511	21807	[Mycobacterium] chelonae subsp. gwanakae	.	tid|2480908|NZ_CP031516.1 [Mycobacterium] chelonae subsp. gwanakae strain MOTT36W chromosome, complete genome	sk:Bacteria;p:Actinobacteria;c:Actinomycetia;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacteroides;s:Mycobacteroides chelonae;ss:[Mycobacterium] chelonae subsp. gwanakae
1.16%	1.01%	86.45%	.	0	87.47%	24.20%	0.23%	0.39%	656.0	0.00e+00	47.57	11.94	19.41	103.0	408	0	53	20624	1417	40511	404941	-1	49461K	49448K	17381K	194	0.641	35107	40511	35107	40511	9802	Mycobacteroides salmoniphilum	.	tid|404941|NZ_PECH01000006.1 Mycobacteroides salmoniphilum strain DE 4585 DE4585_contig000006, whole genome shotgun sequence	sk:Bacteria;p:Actinobacteria;c:Actinomycetia;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacteroides;s:Mycobacteroides salmoniphilum
2.47%	1.44%	87.33%	.	0	82.58%	52.04%	0.63%	1.04%	646.6	0.00e+00	47.79	47.46	27.82	121.4	582	0	103	20624	3412	40511	1720568	-1	5449380	5447706	5423332	54	0.640	23528	40511	23528	40511	21082	Mycobacteroides sp. H072	.	tid|1720568|NZ_LJYK01000005.1 Mycobacteroides sp. H072 H072_contig000005, whole genome shotgun sequence	sk:Bacteria;p:Actinobacteria;c:Actinomycetia;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacteroides;s:Mycobacteroides sp. H072
2.47%	1.44%	87.33%	.	0	82.53%	52.07%	0.63%	1.04%	646.3	0.00e+00	47.79	47.46	27.82	121.4	582	0	103	20624	3415	40511	1720565	-1	5450353	5448741	5421765	52	0.640	23528	40511	23528	40511	21093	Mycobacteroides sp. H001	.	tid|1720565|NZ_LJYH01000025.1 Mycobacteroides sp. H001 H001_contig000025, whole genome shotgun sequence	sk:Bacteria;p:Actinobacteria;c:Actinomycetia;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacteroides;s:Mycobacteroides sp. H001
2.48%	1.44%	87.34%	.	0	82.37%	52.23%	0.64%	1.05%	645.8	0.00e+00	47.79	47.46	27.86	121.4	583	0	104	20624	3425	40511	1720566	-1	5421590	5419730	5400212	60	0.640	23495	40511	23495	40511	21157	Mycobacteroides sp. H002	.	tid|1720566|NZ_LJYI01000020.1 Mycobacteroides sp. H002 H002_contig000020, whole genome shotgun sequence	sk:Bacteria;p:Actinobacteria;c:Actinomycetia;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacteroides;s:Mycobacteroides sp. H002
2.48%	1.44%	87.34%	.	0	82.37%	52.23%	0.64%	1.05%	645.7	0.00e+00	47.79	47.46	27.86	121.4	583	0	104	20624	3425	40511	1720567	-1	5423024	5421102	5400853	62	0.640	23497	40511	23497	40511	21157	Mycobacteroides sp. H054	.	tid|1720567|NZ_LJYJ01000047.1 Mycobacteroides sp. H054 H054_contig000047, whole genome shotgun sequence	sk:Bacteria;p:Actinobacteria;c:Actinomycetia;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacteroides;s:Mycobacteroides sp. H054
2.55%	1.44%	87.41%	.	0	80.04%	54.81%	0.69%	1.14%	625.0	0.00e+00	47.33	47.23	27.59	120.2	583	1	104	20624	3625	40511	1520670	-1	4994485	4994454	4994454	1	0.640	22869	40511	22869	40511	22206	[Mycobacterium] stephanolepidis	.	tid|1520670|NZ_AP018165.1 Mycobacterium stephanolepidis DNA, complete genome	sk:Bacteria;p:Actinobacteria;c:Actinomycetia;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacteroides;s:[Mycobacterium] stephanolepidis

