SRR12574846,SRR12574848,SRR12574847,GCF_000271045_1,GCF_003609715_1,GCF_000445035_1,GCF_017183915_1,GCF_001050395_1,GCF_001677215_1,GCF_900141515_1,GCF_001456355_1,GCF_004367295_1,GCF_000497265_2,GCF_000332605_1,GCF_001677135_1,GCF_004924335_1,GCF_006494735_1,GCF_001440135_1,GCF_009729205_1,GCF_001440155_1,GCF_001440275_1,GCF_001440005_1,GCF_017189435_1
0.8523762062193678,0.8343108578268099,0.8310623923954845,0.892218094381626,0.8919638477851969,0.8899006204849398,0.8892072137379604,0.8910268629722222,0.8901973136220029,0.894852731619596,0.8941884123331031,1.0,0.8921724477913096,0.8966900871148498,0.906918684557468,0.8905798995628021,0.8970661616427984,0.8871835396148557,0.8760986182114119,0.8868249551002667,0.887428170969431,0.8890586804805549,0.8945087818087853
0.9408457661273234,0.9036160298539168,0.9040419165156267,0.9906591422784448,0.974925775564824,0.9883069937751301,0.9730536158992298,0.9741737965686171,0.9913743517615253,0.9887864219849666,0.8945015686544021,0.8921724477913096,1.0,0.9733841247303113,0.8972821032942259,0.8758545519988439,0.8814549498491212,0.8819088574596652,0.8656860162933931,0.8815510803921748,0.8819306909411457,0.8825247944292975,0.9729602358850811
0.9251510127124769,0.9240813671307332,0.9208154467661407,0.9740011347906813,0.9753700020079751,0.9717712467282157,0.9747845930120164,0.9919939027711691,0.9732621734897674,0.9735990481636638,0.8911763374778745,0.8966900871148498,0.9733841247303113,1.0,0.9009564748147256,0.8765800859371617,0.8885113933935427,0.8775740194521214,0.8679177337238244,0.877225667726871,0.8775952745875436,0.8796857549489848,0.99212191261048
0.8627460427644735,0.8403658181594024,0.8395588446810832,0.8990250092695431,0.8970855893259928,0.8991094653106817,0.8966230312917205,0.8969404971156317,0.8976424297267861,0.9013222083882092,0.8864657321622043,0.906918684557468,0.8972821032942259,0.9009564748147256,1.0,0.8765933499020516,0.8918660579607754,0.8818772488957936,0.8666139519806837,0.881541883137069,0.8818977058733152,0.881695760796611,0.9019809689247986
0.8302634320385667,0.8194198034007046,0.8181434446065874,0.8736388672620228,0.8780482762617806,0.8728120167127548,0.87569633957191,0.8770598394589764,0.8734484402487848,0.8741868338755492,0.8890503835705588,0.8905798995628021,0.8758545519988439,0.8765800859371617,0.8765933499020516,1.0,0.9003341826292416,0.8989420967073641,0.8768536951077177,0.898573972327024,0.8991168013089594,0.9006444830736656,0.8761714982154952
0.8455163099652718,0.8256351475435013,0.8306758641775065,0.8789717338710433,0.8815366331185437,0.8800905086369138,0.8800435910727115,0.8797827543002521,0.8802574725404715,0.8846285975268209,0.894245697650091,0.8970661616427984,0.8814549498491212,0.8885113933935427,0.8918660579607754,0.9003341826292416,1.0,0.9794647859082776,0.8771275522918545,0.9790888386493976,0.9794884091013577,0.9915481481820871,0.8854567628046194
0.8430973013596124,0.81945876213607,0.832151214731126,0.9023460293302831,0.8786051227999265,0.8783379946183235,0.8773940128937777,0.900932568878814,0.8970043945263878,0.901846673258278,0.8912358214287416,0.8871835396148557,0.8819088574596652,0.8775740194521214,0.8818772488957936,0.8989420967073641,0.9794647859082776,1.0,0.8759195392653428,0.9996025730361014,0.9992139175082267,0.9777478302368083,0.8787058569533864
0.8224927932240427,0.809487363177802,0.8075124521670264,0.8649445164552003,0.8688318857565606,0.8643678641972419,0.8677251769919494,0.866646331094865,0.86424426127539,0.8640842398271998,0.8784144430315411,0.8760986182114119,0.8656860162933931,0.8679177337238244,0.8666139519806837,0.8768536951077177,0.8771275522918545,0.8759195392653428,1.0,0.8755608083162122,0.8759414323973802,0.8762691770315704,0.866441774999947
0.8436024429619096,0.8196668285809668,0.8321170309923452,0.9019887769172195,0.8782510809505981,0.877990989442797,0.8770479265419256,0.9005733038986642,0.8966514556651061,0.9014875818332485,0.8908645324726737,0.8868249551002667,0.8815510803921748,0.877225667726871,0.881541883137069,0.898573972327024,0.9790888386493976,0.9996025730361014,0.8755608083162122,1.0,0.9995616750193465,0.9774064796779669,0.8783578022286159
0.843669947778814,0.8197022315156457,0.8321532879177975,0.9023678271693671,0.8786267273358516,0.8783591669153555,0.8774151289057641,0.9009544905804048,0.8970259282746911,0.9018685841473345,0.8912584836887745,0.887428170969431,0.8819306909411457,0.8775952745875436,0.8818977058733152,0.8991168013089594,0.9794884091013577,0.9992139175082267,0.8759414323973802,0.9995616750193465,1.0,0.9778167712000992,0.878727093659943
0.8390398094800029,0.8209086427215562,0.8248011661276827,0.8796104163070563,0.8825940754271085,0.8803960973935464,0.8806276184399047,0.8803859230894645,0.8813712437165552,0.8800600858918276,0.8927806983533115,0.8890586804805549,0.8825247944292975,0.8796857549489848,0.881695760796611,0.9006444830736656,0.9915481481820871,0.9777478302368083,0.8762691770315704,0.9774064796779669,0.9778167712000992,1.0,0.879623854501152
0.9250433194117961,0.9206141573808859,0.9207194921989184,0.9737208733425042,0.9751752318198356,0.9717752042615326,0.9743053220891378,0.9913245031599122,0.9727789094458328,0.9737259326770996,0.8919417363259995,0.8945087818087853,0.9729602358850811,0.99212191261048,0.9019809689247986,0.8761714982154952,0.8854567628046194,0.8787058569533864,0.866441774999947,0.8783578022286159,0.878727093659943,0.879623854501152,1.0
